"State","Region","Assessment Unit ID","Cycle","Report 305b","Map 305b","Water Status","Water Name","Water Type","Water Size","Size Unit","Water Type Group","Location","Monitoring Scheduled Date","Miles 305b","Acres 305b","IR Flag","Current Year Flag","AssessedFlag","Trophic Status"
"ND","8","ND-10130202-008-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130202-008-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130202-008-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Coal Creek Watershed","RIVER","44.69","MILES","STREAM/CREEK/RIVER","Coal Creek and tributaries, located in Grant County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130202-009-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130202-009-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130202-009-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Schatz Creek Watershed","RIVER","10.41","MILES","STREAM/CREEK/RIVER","Schatz Creek and tributaries, located in Grant County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-001-L_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-001-L_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-001-L_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","North Lemmon Lake","FRESHWATER RESERVOIR","55","ACRES","LAKE/RESERVOIR/POND","A 55 acre impoundment on a tributary  to Cedar Creek in southeastern Adams County, North Dakota.  North Lemmon Lake is mesotrophic.  Only about 30 percent of North Lemmon Lake's watershed is broke with the remaining in range, pasture and tame grasses.","-","-","-","Y","Y","Y","M"
"ND","8","ND-10130205-001-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-001-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-001-S_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Cedar Creek","RIVER","41.14","MILES","STREAM/CREEK/RIVER","Cedar Creek from its confluence with Hay Creek, downstream to its confluence with the Cannonball River. Located on border of Grant and Sioux Counties.","-","-","-","Y","Y","Y","M"
"ND","8","ND-10130205-002-L_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-002-L_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-002-L_00'); newWindow.focus()"">Map Assessed Water</a>","NOT_ASSESSED","Wolf Butte Lake","FRESHWATER RESERVOIR","26.4","ACRES","LAKE/RESERVOIR/POND","A 26.4 acre impoundment in Adams County, North Dakota.","-","-","-","Y","Y","N","U"
"ND","8","ND-10130205-002-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-002-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-002-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Tributaries To Cedar Creek","RIVER","149.68","MILES","STREAM/CREEK/RIVER","Unnamed tributaries to Cedar Creek (ND-10130205-001-S). Located in Grant and Sioux County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-003-L_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-003-L_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-003-L_00'); newWindow.focus()"">Map Assessed Water</a>","THREATENED","Cedar Lake","FRESHWATER RESERVOIR","198.5","ACRES","LAKE/RESERVOIR/POND","An impoundment at the confluence of the Cedar and North cedar Creeks.  Cedar Lake was built in 1935 by the CCC for flood control and recreation.","-","-","-","Y","Y","Y","E"
"ND","8","ND-10130205-003-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-003-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-003-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Roger Creek Watershed","RIVER","51.42","MILES","STREAM/CREEK/RIVER","Roger Creek and tributaries located in Grant County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-004-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-004-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-004-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Plum Creek Watershed","RIVER","40.54","MILES","STREAM/CREEK/RIVER","Plum Creek and tributaries located in Sioux County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-005-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-005-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-005-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Timber Creek Watershed","RIVER","33.5","MILES","STREAM/CREEK/RIVER","Timber Creek and tributaries located in Sioux County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-006-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-006-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-006-S_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Crooked Creek Watershed","RIVER","41.08","MILES","STREAM/CREEK/RIVER","Crooked Creek, including all tributaries. Located in Grant County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-007-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-007-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-007-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Pitt Creek Watershed","RIVER","18.43","MILES","STREAM/CREEK/RIVER","Pitt Creek and tributaries located in Grant County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-008-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-008-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-008-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Cedar Creek","RIVER","46.45","MILES","STREAM/CREEK/RIVER","Cedar Creek from its confluence with Timber Creek downstream to its confluence with Hay Creek. Border of Sioux and Grant county.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-009-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-009-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-009-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Hay Creek","RIVER","53.98","MILES","STREAM/CREEK/RIVER","Hay Creek downstream to its confluence with Cedar Creek. Located in Sioux County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-010-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-010-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-010-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Tributaries To Hay Creek","RIVER","66.34","MILES","STREAM/CREEK/RIVER","Unnamed tributaries to Hay Creek (ND-10130205-009-S). Located in Sioux County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-011-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-011-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-011-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Whitmore Creek Watershed","RIVER","41.48","MILES","STREAM/CREEK/RIVER","Whitmore Creek and tributaries located in Grant County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-012-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-012-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-012-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Brushy Creek Watershed","RIVER","56.14","MILES","STREAM/CREEK/RIVER","Brushy Creek and tributaries located in Grant County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-013-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-013-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-013-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Turtle Creek Watershed","RIVER","35.34","MILES","STREAM/CREEK/RIVER","Turtle Creek and tributaries located in Sioux County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-014-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-014-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-014-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Alkali Creek Watershed","RIVER","18.23","MILES","STREAM/CREEK/RIVER","Alkali Creek and tributaries located in Grant County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-015-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-015-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-015-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Tributaries To Cedar Creek","RIVER","105.98","MILES","STREAM/CREEK/RIVER","Unnamed tributaries to Cedar Creek (ND-10130205-008-S). Located in Grant and Sioux Counties.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-016-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-016-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-016-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Cedar Creek","RIVER","38.66","MILES","STREAM/CREEK/RIVER","Cedar Creek from Duck Creek downstream to its confluence with Timber Creek. Located in Adams, Grant, and Sioux Counties.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-017-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-017-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-017-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Timber Creek","RIVER","24.09","MILES","STREAM/CREEK/RIVER","Timber Creek from its confluence with Sheep creek downstream to its confluence with Cedar Creek. Located in Adams and Grant County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-018-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-018-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-018-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Sheep Creek Watershed","RIVER","22.01","MILES","STREAM/CREEK/RIVER","Sheep Creek and tributaries located in Adams County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-019-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-019-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-019-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Tributaries To Timber Creek","RIVER","64.45","MILES","STREAM/CREEK/RIVER","Unnamed tributaries to Timber Creek (ND-10130205-017-S). Located in Adams and Grant County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-020-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-020-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-020-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Timber Creek Watershed (upper)","RIVER","151.9","MILES","STREAM/CREEK/RIVER","Timber Creek upstream from its confluence with Sheep Creek, including tributaries. Located in Adams and Hettinger County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-021-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-021-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-021-S_00'); newWindow.focus()"">Map Assessed Water</a>","THREATENED","Plum Creek Watershed","RIVER","66.72","MILES","STREAM/CREEK/RIVER","Plum Creek, including all tributaries. Located in Adams County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-025-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-025-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-025-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Duck Creek","RIVER","24.1","MILES","STREAM/CREEK/RIVER","Duck Creek from Dam downstream to its confluence with Cedar Creek located in Adams County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-026-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-026-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-026-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Tributaries To Duck Creek","RIVER","55.77","MILES","STREAM/CREEK/RIVER","Unnamed tributaries to Duck Creek (ND-10130205-025-S). Located in Adams County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-027-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-027-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-027-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Duck Creek","RIVER","25.86","MILES","STREAM/CREEK/RIVER","Duck Creek from Upper Duck Creek watershed  (ND-10130205-029-S) downstream to Dam. Located in Adams County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-028-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-028-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-028-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Tributaries To Duck Creek","RIVER","44.74","MILES","STREAM/CREEK/RIVER","Unnamed tributaries to Duck Creek (ND-10130205-027-S). Located in Adams County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-029-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-029-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-029-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Duck Creek Watershed (Upper)","RIVER","78.84","MILES","STREAM/CREEK/RIVER","Duck Creek (upper) and tributaries located in Adams County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-030-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-030-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-030-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Goose Creek Watershed","RIVER","38.43","MILES","STREAM/CREEK/RIVER","Goose Creek and tributaries located in Adams County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-031-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-031-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-031-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Spring Creek Watershed","RIVER","24.48","MILES","STREAM/CREEK/RIVER","Spring Creek and tributaries located in Adams County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-032-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-032-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-032-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Tributaries To Cedar Creek","RIVER","172.7","MILES","STREAM/CREEK/RIVER","Unnamed tributaries to Cedar Creek (ND-10130205-024-S). Located in Adams County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-033-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-033-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-033-S_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Cedar Creek","RIVER","44.05","MILES","STREAM/CREEK/RIVER","Cedar Creek from Cedar Lake, downstream to its confluence with Chanta Peta Creek. Located in Adams County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-034-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-034-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-034-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Chanta Peta Creek Watershed (Upper) (Slope County)","RIVER","73.05","MILES","STREAM/CREEK/RIVER","Chanta Peta Creek upstream from Dam, including tributaries located in Slope County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-035-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-035-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-035-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Chanta Peta Creek","RIVER","30.01","MILES","STREAM/CREEK/RIVER","Chanta Peta Creek from Dam downstream to its confluence with Cedar Creek. Located in Hettinger and Adams County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10130205-036-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10130205-036-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10130205-036-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Tributaries To Chanta Peta Creek","RIVER","67.28","MILES","STREAM/CREEK/RIVER","Unnamed tributaries to Chanta Peta Creek (ND-10130205-035-S). Located in Adams and Hettinger Counties.","-","-","-","Y","Y","Y","-"
"ND","8","ND-09020202-012-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-09020202-012-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-09020202-012-S_00'); newWindow.focus()"">Map Assessed Water</a>","THREATENED","Sheyenne River","RIVER","19.42","MILES","STREAM/CREEK/RIVER","Sheyenne River from Coal Mine Lake downstream to Harvey Dam.  Located along the Sheridan and Wells County border.","-","-","-","Y","Y","Y","-"
"ND","8","ND-09020202-013-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-09020202-013-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-09020202-013-S_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","Tributary Watershed To The Sheyenne River","RIVER","37.53","MILES","STREAM/CREEK/RIVER","Unnamed tributary watershed to the Sheyenne River (ND-09020202-012-S).  Located in Eastern Sheridan County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-09020202-014-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-09020202-014-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-09020202-014-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Tributaries To The Sheyenne River","RIVER","6.61","MILES","STREAM/CREEK/RIVER","Unnamed tributaries to the Sheyenne River (ND-09020202-012-S).  Located in Sheridan and Wells County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10160004-013-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10160004-013-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10160004-013-S_00'); newWindow.focus()"">Map Assessed Water</a>","THREATENED","Maple River","RIVER","16.08","MILES","STREAM/CREEK/RIVER","Maple River from its confluence with Maple Creek, downstream to its confluence with South Fork Maple River. Located in Dickey County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10160004-014-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10160004-014-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10160004-014-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Tributaries To The Maple River","RIVER","19.12","MILES","STREAM/CREEK/RIVER","Unnamed tributaries to the Maple River (ND-10160004-013-S). Located in Dickey County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10160004-015-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10160004-015-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10160004-015-S_00'); newWindow.focus()"">Map Assessed Water</a>","IMPAIRED","South Fork Maple River","RIVER","14.92","MILES","STREAM/CREEK/RIVER","South Fork Maple River from its confluence with three tributaries, downstream to its confluence with the Maple River. Located in Dickey County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10160004-016-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10160004-016-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10160004-016-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Tributary To The South Fork Maple River.","RIVER","5.75","MILES","STREAM/CREEK/RIVER","Unnamed tributary to the South Fork Maple River. Located in Dickey County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10160004-017-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10160004-017-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10160004-017-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Tributary Watershed To The South Fork Maple River","RIVER","88.54","MILES","STREAM/CREEK/RIVER","Unnamed tributary watershed to the Maple River (north tributary). Located in Dickey County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10160004-018-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10160004-018-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10160004-018-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Tributary Watershed To The South Fork Maple River","RIVER","27.82","MILES","STREAM/CREEK/RIVER","Unnamed tributary watershed to the South Fork Maple River (south tributary). Located in Dickey County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10160004-019-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10160004-019-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10160004-019-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Tributary Watershed To Wilson Dam","RIVER","11.05","MILES","STREAM/CREEK/RIVER","Unnamed tributary watershed to Wilson Dam located in Dickey County.","-","-","-","Y","Y","Y","-"
"ND","8","ND-10160004-020-S_00","2016","<a href=""JavaScript: newWindow = report305b('ND-10160004-020-S_00'); newWindow.focus()"">305(b) Report</a>","<a href=""JavaScript: newWindow = map305b('ND-10160004-020-S_00'); newWindow.focus()"">Map Assessed Water</a>","GOOD","Tributary To Wilson Dam","RIVER","1.54","MILES","STREAM/CREEK/RIVER","Unnamed tributary to Wilson Dam.","-","-","-","Y","Y","Y","-"
